"Your Company - Official Account Statement"
"Account ID:","LIABILITY:MERCHANT:MID-1:PAYIN"
"Statement Period:","2026-02-01 to 2026-12-31"
"Generated At:","2026-02-06 00:32:29 (IST)"
"Currency:","INR"
""
"--- Period Summary ---"
"Opening Balance:","₹ 0.00"
"Total Debits:","₹ 100.00"
"Total Credits:","₹ 119870.24"
"Closing Balance:","₹ 119770.24"
""
"Date","Narration","Transaction ID","Debit","Credit","Running Balance"
"2026-02-06 00:23:49","Stress Test Entry 910","bcce7213-ff66-4f66-9269-808e475f33a0","₹ 0.00","₹ 78.98","₹ 114090.95"
"2026-02-06 00:23:49","Stress Test Entry 918","3fd8b33d-3e47-47ad-8a94-1b9ae76964ac","₹ 0.00","₹ 30.15","₹ 114686.15"
"2026-02-06 00:23:49","Stress Test Entry 909","0e8a346d-4f1a-4d13-98c6-93da141f831f","₹ 0.00","₹ 80.64","₹ 114011.97"
"2026-02-06 00:23:49","Stress Test Entry 967","d0e3af22-2c50-4d9a-b11b-1a8b775639b8","₹ 0.00","₹ 47.62","₹ 117697.72"
"2026-02-06 00:23:49","Stress Test Entry 958","c354bc51-fb8c-458c-b6e6-42f2bdd5a8a8","₹ 0.00","₹ 41.82","₹ 117082.66"
"2026-02-06 00:23:49","Stress Test Entry 994","d921d968-53d0-4be7-b6c8-df06797dba03","₹ 0.00","₹ 65.48","₹ 119231.38"
"2026-02-06 00:23:49","Stress Test Entry 901","12e5a7f3-dc01-469b-8b83-b00fe5ca8b44","₹ 0.00","₹ 42.60","₹ 113586.79"
"2026-02-06 00:23:49","Stress Test Entry 928","805c0c9d-0869-4114-b0eb-b1edfd64178d","₹ 0.00","₹ 47.35","₹ 115228.22"
"2026-02-06 00:23:49","Stress Test Entry 981","64062daf-f2e1-468b-8e99-e14f7878d2d2","₹ 0.00","₹ 41.80","₹ 118484.25"
"2026-02-06 00:23:49","Stress Test Entry 964","76111bab-5fc1-4165-99bb-4b8c4585af37","₹ 0.00","₹ 71.83","₹ 117525.37"
"2026-02-06 00:23:49","Stress Test Entry 902","638b08d2-9685-4f26-8457-ca7e30b7362a","₹ 0.00","₹ 41.40","₹ 113628.19"
"2026-02-06 00:23:49","Stress Test Entry 966","05ae910b-d08d-4acb-9306-f8dbcbad6bbb","₹ 0.00","₹ 92.37","₹ 117650.10"
"2026-02-06 00:23:49","Stress Test Entry 938","b313dba4-4be5-4f7c-afe1-9bf7fb4c8f49","₹ 0.00","₹ 14.95","₹ 115809.32"
"2026-02-06 00:23:49","Stress Test Entry 961","b26ca52b-b528-4ef7-b29c-ab1036e6f79f","₹ 0.00","₹ 81.56","₹ 117330.61"
"2026-02-06 00:23:49","Stress Test Entry 913","3ce9f7ab-34d0-4514-9feb-3171806d6a71","₹ 0.00","₹ 102.45","₹ 114319.32"
"2026-02-06 00:23:49","Stress Test Entry 975","bbba31cc-a69f-49e0-a276-0bb866d5ebd3","₹ 0.00","₹ 71.04","₹ 118154.46"
"2026-02-06 00:23:49","Stress Test Entry 992","63c97e4c-4e10-4514-ae3b-7d83c23f6fe8","₹ 0.00","₹ 53.22","₹ 119109.46"
"2026-02-06 00:23:49","Stress Test Entry 952","f624dba3-c067-4c42-b1ea-e8f8d8cb4beb","₹ 0.00","₹ 18.99","₹ 116633.58"
"2026-02-06 00:23:49","Stress Test Entry 989","638178bb-4cac-46ec-aa7d-77e715cb823b","₹ 0.00","₹ 13.89","₹ 118894.60"
"2026-02-06 00:23:49","Stress Test Entry 922","1d71d09d-7b93-41d0-8ecd-998f275c52c4","₹ 0.00","₹ 99.14","₹ 114969.00"
"2026-02-06 00:23:49","Stress Test Entry 940","04973a04-c698-44f0-afa7-bbeda138a17e","₹ 0.00","₹ 106.62","₹ 116008.32"
"2026-02-06 00:23:49","Stress Test Entry 985","77b5a894-2e96-436d-8234-a2239bda8333","₹ 0.00","₹ 77.31","₹ 118711.11"
"2026-02-06 00:23:49","Stress Test Entry 951","ae0a6823-1782-4e03-9a64-da5ab1a16f5d","₹ 0.00","₹ 35.35","₹ 116614.59"
"2026-02-06 00:23:49","Stress Test Entry 944","011e9119-2129-4f71-a3d3-91949120a344","₹ 0.00","₹ 77.19","₹ 116228.34"
"2026-02-06 00:23:49","Stress Test Entry 980","cfc7623c-008b-47a1-86e4-b86c39f423e5","₹ 0.00","₹ 37.23","₹ 118442.45"
"2026-02-06 00:23:49","Stress Test Entry 997","3a4b75fa-ca85-422d-99ff-42c54d35bf9f","₹ 0.00","₹ 100.64","₹ 119518.51"
"2026-02-06 00:23:49","Stress Test Entry 963","d0290447-1309-43da-a446-c5179e237719","₹ 0.00","₹ 107.23","₹ 117453.54"
"2026-02-06 00:23:49","Stress Test Entry 914","d9b4137c-1802-4ec0-b0f7-a0c5fe4b936f","₹ 0.00","₹ 106.17","₹ 114425.49"
"2026-02-06 00:23:49","Stress Test Entry 932","56736611-02b6-4210-a335-e813f79bdc15","₹ 0.00","₹ 24.48","₹ 115480.89"
"2026-02-06 00:23:49","Stress Test Entry 972","5d3f1d1f-b730-4815-9139-3e6d3d6c18c8","₹ 0.00","₹ 22.18","₹ 117984.29"
"2026-02-06 00:23:49","Stress Test Entry 984","1c807a66-b067-49ca-a399-adc754dd1269","₹ 0.00","₹ 23.35","₹ 118633.80"
"2026-02-06 00:23:49","Stress Test Entry 905","7455771c-49d3-4072-ba27-f117cea84303","₹ 0.00","₹ 78.00","₹ 113770.27"
"2026-02-06 00:23:49","Stress Test Entry 991","20399be9-29f8-4afe-a3b0-90b8a54e7d9d","₹ 0.00","₹ 71.11","₹ 119056.24"
"2026-02-06 00:23:49","Stress Test Entry 971","7161241f-28e4-475c-af58-eba09a382eb7","₹ 0.00","₹ 69.51","₹ 117962.11"
"2026-02-06 00:23:49","Stress Test Entry 978","e4c68183-0764-45cf-a5f7-d0fd091e35e4","₹ 0.00","₹ 67.22","₹ 118305.56"
"2026-02-06 00:23:49","Stress Test Entry 942","9a161047-8aff-4184-a7d1-f58ca208dee4","₹ 0.00","₹ 80.46","₹ 116111.56"
"2026-02-06 00:23:49","Stress Test Entry 988","8cd86be0-c832-49c1-a37e-f111c978315c","₹ 0.00","₹ 18.61","₹ 118880.71"
"2026-02-06 00:23:49","Stress Test Entry 930","87e037db-9886-4e65-8fe0-1f58403b98f5","₹ 0.00","₹ 67.26","₹ 115369.85"
"2026-02-06 00:23:49","Stress Test Entry 977","24e47141-9032-4f16-9d32-980b06e1bdba","₹ 0.00","₹ 41.05","₹ 118238.34"
"2026-02-06 00:23:49","Stress Test Entry 974","bc6d1cf9-df09-4ebf-9e03-a03222e3f191","₹ 0.00","₹ 78.52","₹ 118083.42"
"2026-02-06 00:23:49","Stress Test Entry 927","de4cd2de-493b-41ce-bf11-25ec739320d6","₹ 0.00","₹ 77.66","₹ 115180.87"
"2026-02-06 00:23:49","Stress Test Entry 915","d8e810d3-ced9-4b4b-8db3-a41d7c92be99","₹ 0.00","₹ 99.52","₹ 114525.01"
"2026-02-06 00:23:49","Stress Test Entry 948","ca436b34-63da-4161-b665-5ce64c48e629","₹ 0.00","₹ 65.23","₹ 116415.40"
"2026-02-06 00:23:49","Stress Test Entry 945","0961bd98-71f6-450b-addd-3434dd8b99c2","₹ 0.00","₹ 12.45","₹ 116240.79"
"2026-02-06 00:23:49","Stress Test Entry 925","8740d986-9125-40f5-8b5d-ccc18b70efd0","₹ 0.00","₹ 11.50","₹ 115077.91"
"2026-02-06 00:23:49","Stress Test Entry 929","47c803af-92d8-43b2-a730-bf2b984e9d81","₹ 0.00","₹ 74.37","₹ 115302.59"
"2026-02-06 00:23:49","Stress Test Entry 998","eb25ed85-4216-4987-bfc7-977b80f86100","₹ 0.00","₹ 77.45","₹ 119595.96"
"2026-02-06 00:23:49","Stress Test Entry 921","68136ef0-d40c-4f59-a86f-211a94764d87","₹ 0.00","₹ 23.28","₹ 114869.86"
"2026-02-06 00:23:49","Stress Test Entry 949","b8dcbb8b-28fc-4f5c-bd87-517886be4e3b","₹ 0.00","₹ 68.29","₹ 116483.69"
"2026-02-06 00:23:49","Stress Test Entry 936","5baa4c36-6cae-4296-be38-e39e7c5fe746","₹ 0.00","₹ 53.37","₹ 115730.72"
"2026-02-06 00:23:49","Stress Test Entry 950","b5f9a453-b300-4a3a-8ed2-b47f937339ea","₹ 0.00","₹ 95.55","₹ 116579.24"
"2026-02-06 00:23:49","Stress Test Entry 956","afc15057-5310-48ce-94ac-967cd078b605","₹ 0.00","₹ 104.45","₹ 116972.75"
"2026-02-06 00:23:49","Stress Test Entry 999","4c7e3b73-cca6-4b74-8658-85565171b4c1","₹ 0.00","₹ 74.83","₹ 119670.79"
"2026-02-06 00:23:49","Stress Test Entry 916","31643191-4e1a-4dd4-a7f2-e2595bbc98c6","₹ 0.00","₹ 94.94","₹ 114619.95"
"2026-02-06 00:23:49","Stress Test Entry 919","6c853543-8dad-4ca9-b877-ed950987fde7","₹ 0.00","₹ 65.04","₹ 114751.19"
"2026-02-06 00:23:49","Stress Test Entry 924","db0ebdc7-06d6-4adf-bfa2-8a805cb797ec","₹ 0.00","₹ 86.60","₹ 115066.41"
"2026-02-06 00:23:49","Stress Test Entry 933","9e60638b-cbc6-4a95-ae13-01e8b7a9f9f4","₹ 0.00","₹ 88.25","₹ 115569.14"
"2026-02-06 00:23:49","Stress Test Entry 912","0df706c4-5ed7-4561-a29d-916d084f853b","₹ 0.00","₹ 69.78","₹ 114216.87"
"2026-02-06 00:23:49","Stress Test Entry 968","d923a21b-e2c6-4cb6-81f4-d625bc656980","₹ 0.00","₹ 82.11","₹ 117779.83"
"2026-02-06 00:23:49","Stress Test Entry 908","e61402b8-1020-43c5-bc98-fa5f46d40c3e","₹ 0.00","₹ 69.56","₹ 113931.33"
"2026-02-06 00:23:49","Stress Test Entry 906","73bbb115-c3a0-4dad-9944-ec8a5bb7d3b9","₹ 0.00","₹ 45.35","₹ 113815.62"
"2026-02-06 00:23:49","Stress Test Entry 987","6904db28-a421-451e-bd28-8769b05b3f80","₹ 0.00","₹ 70.03","₹ 118862.10"
"2026-02-06 00:23:49","Stress Test Entry 995","53ee3dfc-bbfc-4317-8025-46618cbe896e","₹ 0.00","₹ 80.92","₹ 119312.30"
"2026-02-06 00:23:49","Stress Test Entry 959","f7677259-ca74-4460-abd0-9365e8e44b4c","₹ 0.00","₹ 97.39","₹ 117180.05"
"2026-02-06 00:23:49","Stress Test Entry 954","fb257d0d-e885-4755-bf6f-1345cc02bbda","₹ 0.00","₹ 96.92","₹ 116777.30"
"2026-02-06 00:23:49","Stress Test Entry 990","039b20ca-2751-4345-bb04-173d1e6cadad","₹ 0.00","₹ 90.53","₹ 118985.13"
"2026-02-06 00:23:49","Stress Test Entry 939","305eb989-aaae-42d1-ad28-d8becc639cb6","₹ 0.00","₹ 92.38","₹ 115901.70"
"2026-02-06 00:23:49","Stress Test Entry 965","00d0d092-ef02-44f8-a161-9b195fdaf5a2","₹ 0.00","₹ 32.36","₹ 117557.73"
"2026-02-06 00:23:49","Stress Test Entry 976","ba8302a4-d5d0-4cc7-8a0a-8ae188c5f66a","₹ 0.00","₹ 42.83","₹ 118197.29"
"2026-02-06 00:23:49","Stress Test Entry 969","4b8dcfaa-231e-4075-8cba-4cd958dc3921","₹ 0.00","₹ 82.28","₹ 117862.11"
"2026-02-06 00:23:49","Stress Test Entry 1000","dd228130-5361-4f0d-85e5-03461cca5cf9","₹ 0.00","₹ 99.45","₹ 119770.24"
"2026-02-06 00:23:49","Stress Test Entry 979","f795af2a-d362-465e-9c9b-f094e01d4038","₹ 0.00","₹ 99.66","₹ 118405.22"
"2026-02-06 00:23:49","Stress Test Entry 903","44ceb0d2-4415-4e8d-b3f0-7b2cc27544d2","₹ 0.00","₹ 45.20","₹ 113673.39"
"2026-02-06 00:23:49","Stress Test Entry 931","f4f21a1b-ed8a-4b8e-b692-fbd0b331adcb","₹ 0.00","₹ 86.56","₹ 115456.41"
"2026-02-06 00:23:49","Stress Test Entry 943","35003f30-2899-4a35-9c62-488f0589e119","₹ 0.00","₹ 39.59","₹ 116151.15"
"2026-02-06 00:23:49","Stress Test Entry 993","077d6c75-8cdf-48ec-8aab-5c748fa8f458","₹ 0.00","₹ 56.44","₹ 119165.90"
"2026-02-06 00:23:49","Stress Test Entry 907","f1b2d910-2e33-4c69-b9c6-87604c16e34d","₹ 0.00","₹ 46.15","₹ 113861.77"
"2026-02-06 00:23:49","Stress Test Entry 881","df130c4c-dd7e-4ac2-971e-2ed11283f331","₹ 0.00","₹ 62.79","₹ 112359.12"
"2026-02-06 00:23:49","Stress Test Entry 835","6a0a0c95-a706-4d78-b888-e3d7d03ba316","₹ 0.00","₹ 61.14","₹ 109624.72"
"2026-02-06 00:23:49","Stress Test Entry 830","a9a38967-138e-4fee-9df1-a76b7922126d","₹ 0.00","₹ 85.74","₹ 109168.58"
"2026-02-06 00:23:49","Stress Test Entry 811","1439f033-ac81-4759-872f-42797aa4255d","₹ 0.00","₹ 88.53","₹ 108273.82"
"2026-02-06 00:23:49","Stress Test Entry 873","6bb1436f-8cc5-4b78-88b8-8d727ebe30f7","₹ 0.00","₹ 23.46","₹ 111823.26"
"2026-02-06 00:23:49","Stress Test Entry 815","22b48400-2436-4f75-9b8a-4d633f639e71","₹ 0.00","₹ 17.28","₹ 108342.90"
"2026-02-06 00:23:49","Stress Test Entry 805","447f3d04-f19e-4522-b164-1bff0a29595a","₹ 0.00","₹ 20.07","₹ 107812.89"
"2026-02-06 00:23:49","Stress Test Entry 828","4077e2c7-bd20-431a-9146-8c7aa7392b7a","₹ 0.00","₹ 28.50","₹ 109070.25"
"2026-02-06 00:23:49","Stress Test Entry 865","33363b32-19bf-478b-9264-edccfa1c8ca8","₹ 0.00","₹ 55.49","₹ 111415.26"
"2026-02-06 00:23:49","Stress Test Entry 826","f402b60b-00c9-4114-b4a4-85386bc892f3","₹ 0.00","₹ 76.81","₹ 108954.21"
"2026-02-06 00:23:49","Stress Test Entry 887","bf161ff9-34b4-48c9-ad05-703db04a1560","₹ 0.00","₹ 67.22","₹ 112763.01"
"2026-02-06 00:23:49","Stress Test Entry 872","05cf67f2-50f9-4fc4-8e95-0d1a7b893f8e","₹ 0.00","₹ 99.30","₹ 111799.80"
"2026-02-06 00:23:49","Stress Test Entry 870","a679e856-a9e4-45ac-ad76-9850cc441deb","₹ 0.00","₹ 40.52","₹ 111654.16"
"2026-02-06 00:23:49","Stress Test Entry 885","5024a3a2-bb07-4936-984c-1d84e5487ac1","₹ 0.00","₹ 73.20","₹ 112637.03"
"2026-02-06 00:23:49","Stress Test Entry 891","b61b69b6-c28f-40a9-ab20-79a4c196a9b6","₹ 0.00","₹ 41.73","₹ 113031.69"
"2026-02-06 00:23:49","Stress Test Entry 806","f1590c24-655f-4cbe-b774-6fb7fff4c833","₹ 0.00","₹ 60.30","₹ 107873.19"
"2026-02-06 00:23:49","Stress Test Entry 867","fbb53baa-30d1-4a28-b14d-4970c3a96002","₹ 0.00","₹ 21.95","₹ 111545.42"
"2026-02-06 00:23:49","Stress Test Entry 824","f1d4016b-a84b-400f-8764-e6e871c1ab1d","₹ 0.00","₹ 77.02","₹ 108790.81"
"2026-02-06 00:23:49","Stress Test Entry 831","36205caa-9d41-43b0-b2a2-0488232b52e8","₹ 0.00","₹ 107.87","₹ 109276.45"
"2026-02-06 00:23:49","Stress Test Entry 847","974dd1d8-47b0-4e68-b3ee-e4c81474985a","₹ 0.00","₹ 28.31","₹ 110294.17"
"2026-02-06 00:23:49","Stress Test Entry 804","510e4d0f-82cd-4c72-bde3-02f05bf36a44","₹ 0.00","₹ 31.47","₹ 107792.82"
"2026-02-06 00:23:49","Stress Test Entry 888","39905a5c-f045-4bc9-b024-d08efa93322f","₹ 0.00","₹ 48.89","₹ 112811.90"
"2026-02-06 00:23:49","Stress Test Entry 858","71ae5a29-b8a7-46d6-a31f-07b49a47335f","₹ 0.00","₹ 43.60","₹ 110975.26"
"2026-02-06 00:23:49","Stress Test Entry 886","39311c72-6a94-4da4-b48f-5b606b6e02f4","₹ 0.00","₹ 58.76","₹ 112695.79"
"2026-02-06 00:23:49","Stress Test Entry 878","7ccc8f8d-85b3-48c3-9a73-2c0a64d588ce","₹ 0.00","₹ 84.65","₹ 112113.11"
"2026-02-06 00:23:49","Stress Test Entry 894","1aed2c2a-7bbe-46d9-aa73-c54112ce3c8d","₹ 0.00","₹ 86.75","₹ 113219.05"
"2026-02-06 00:23:49","Stress Test Entry 890","b914b415-88c2-405e-aa0f-8c86e5f9466e","₹ 0.00","₹ 86.39","₹ 112989.96"
"2026-02-06 00:23:49","Stress Test Entry 845","9185eef7-f5d8-47de-8dae-d2be9f3a5423","₹ 0.00","₹ 17.40","₹ 110224.12"
"2026-02-06 00:23:49","Stress Test Entry 855","b2781d30-8f40-4068-9cd9-1f3603965d9c","₹ 0.00","₹ 60.81","₹ 110792.16"
"2026-02-06 00:23:49","Stress Test Entry 846","abf12e9d-3d2d-4d00-99cf-3ae806431e20","₹ 0.00","₹ 41.74","₹ 110265.86"
"2026-02-06 00:23:49","Stress Test Entry 852","2e4719f2-7cad-4926-90f6-0c587a6639e5","₹ 0.00","₹ 34.11","₹ 110601.41"
"2026-02-06 00:23:49","Stress Test Entry 809","96cd9c10-019b-4701-a025-5ac47c54d6fb","₹ 0.00","₹ 49.48","₹ 108109.09"
"2026-02-06 00:23:49","Stress Test Entry 859","ccb9de78-ca39-4069-819c-5b579c705d4a","₹ 0.00","₹ 49.95","₹ 111025.21"
"2026-02-06 00:23:49","Stress Test Entry 832","8760ac60-7df3-4232-a5d7-a8b2008f4024","₹ 0.00","₹ 86.13","₹ 109362.58"
"2026-02-06 00:23:49","Stress Test Entry 803","a40de28a-3ac8-4dbc-827e-c1b4d5ea5f1f","₹ 0.00","₹ 102.76","₹ 107761.35"
"2026-02-06 00:23:49","Stress Test Entry 898","dfd3d209-64b8-4008-838d-64a30cf18356","₹ 0.00","₹ 33.36","₹ 113389.68"
"2026-02-06 00:23:49","Stress Test Entry 875","9faad6d2-9c6b-458b-89b1-e6885201f5c0","₹ 0.00","₹ 44.29","₹ 111966.87"
"2026-02-06 00:23:49","Stress Test Entry 876","96ac5ee1-85cc-44b1-b208-5ffe04571770","₹ 0.00","₹ 44.90","₹ 112011.77"
"2026-02-06 00:23:49","Stress Test Entry 810","e53e475d-43b7-4b70-ba6b-5f177275969a","₹ 0.00","₹ 76.20","₹ 108185.29"
"2026-02-06 00:23:49","Stress Test Entry 864","85ea578a-b295-40ee-a829-c49552a1c2d4","₹ 0.00","₹ 92.70","₹ 111359.77"
"2026-02-06 00:23:49","Stress Test Entry 822","076481fa-750f-47fe-9a3a-ee635db64816","₹ 0.00","₹ 28.49","₹ 108646.06"
"2026-02-06 00:23:49","Stress Test Entry 818","1ed1f35d-874a-442d-8d75-1d925c9504e0","₹ 0.00","₹ 26.84","₹ 108463.49"
"2026-02-06 00:23:49","Stress Test Entry 851","bd3955f0-e0e2-4744-be79-575285455a1a","₹ 0.00","₹ 53.61","₹ 110567.30"
"2026-02-06 00:23:49","Stress Test Entry 880","16d79536-d451-47fe-b92b-ce98e0f67448","₹ 0.00","₹ 79.63","₹ 112296.33"
"2026-02-06 00:23:49","Stress Test Entry 820","bdc4fb31-548c-4597-9aec-1451539b722f","₹ 0.00","₹ 23.69","₹ 108522.28"
"2026-02-06 00:23:49","Stress Test Entry 842","059b2856-7693-4175-8d49-f6c590dfe6cb","₹ 0.00","₹ 41.19","₹ 110069.07"
"2026-02-06 00:23:49","Stress Test Entry 825","ce761d29-4fd5-4e56-a598-0d1113e67ee4","₹ 0.00","₹ 86.59","₹ 108877.40"
"2026-02-06 00:23:49","Stress Test Entry 874","df0c19eb-78de-462a-8a26-1cbebf4d6683","₹ 0.00","₹ 99.32","₹ 111922.58"
"2026-02-06 00:23:49","Stress Test Entry 848","1bd7f95d-9f59-4379-8ffe-05b4002d308a","₹ 0.00","₹ 95.68","₹ 110389.85"
"2026-02-06 00:23:49","Stress Test Entry 871","bce9ea3c-94b3-4487-b3a9-27c6d6507ac1","₹ 0.00","₹ 46.34","₹ 111700.50"
"2026-02-06 00:23:49","Stress Test Entry 840","9fed9441-1493-47ba-aafd-6cc494abe05f","₹ 0.00","₹ 88.66","₹ 110011.35"
"2026-02-06 00:23:49","Stress Test Entry 821","ea0d9bde-c741-4008-8a27-12892860f064","₹ 0.00","₹ 95.29","₹ 108617.57"
"2026-02-06 00:23:49","Stress Test Entry 856","9e1a1f49-ccea-4668-9e42-b5ebdde7b720","₹ 0.00","₹ 81.33","₹ 110873.49"
"2026-02-06 00:23:49","Stress Test Entry 860","cb098513-1406-43cb-b1f7-5e3937832149","₹ 0.00","₹ 97.77","₹ 111122.98"
"2026-02-06 00:23:49","Stress Test Entry 838","facb6448-5457-467f-a5c9-9b5899f04542","₹ 0.00","₹ 75.88","₹ 109867.66"
"2026-02-06 00:23:49","Stress Test Entry 897","8d35749f-b8b9-480a-85a6-00bd0cc28705","₹ 0.00","₹ 35.08","₹ 113356.32"
"2026-02-06 00:23:49","Stress Test Entry 839","67c76118-cffa-4f8d-85a0-f6d9a62a0885","₹ 0.00","₹ 55.03","₹ 109922.69"
"2026-02-06 00:23:49","Stress Test Entry 841","8b14b608-f772-4461-9890-2bd6f964c3d3","₹ 0.00","₹ 16.53","₹ 110027.88"
"2026-02-06 00:23:49","Stress Test Entry 862","2e2c1abb-5e99-46e2-90c2-72caef1b8101","₹ 0.00","₹ 48.99","₹ 111203.01"
"2026-02-06 00:23:49","Stress Test Entry 857","8607e379-6e18-47c2-85bb-f85ccee9bd26","₹ 0.00","₹ 58.17","₹ 110931.66"
"2026-02-06 00:23:49","Stress Test Entry 896","e8bcdee5-e87c-482d-aac2-8a41451807c8","₹ 0.00","₹ 72.00","₹ 113321.24"
"2026-02-06 00:23:49","Stress Test Entry 817","09424d0f-e9db-4840-bb3a-bc97dcef7766","₹ 0.00","₹ 78.54","₹ 108436.65"
"2026-02-06 00:23:49","Stress Test Entry 843","d0dc2a2d-a8f4-463b-85c9-5cfed99f9147","₹ 0.00","₹ 29.43","₹ 110098.50"
"2026-02-06 00:23:49","Stress Test Entry 877","ab5d245d-b228-4754-a237-74626cfb0afc","₹ 0.00","₹ 16.69","₹ 112028.46"
"2026-02-06 00:23:49","Stress Test Entry 829","9c5eca66-5bfc-4eb0-939a-7f6350a9f0fd","₹ 0.00","₹ 12.59","₹ 109082.84"
"2026-02-06 00:23:49","Stress Test Entry 816","23484b87-1482-46ca-a24a-9f501dc3ca80","₹ 0.00","₹ 15.21","₹ 108358.11"
"2026-02-06 00:23:49","Stress Test Entry 833","b8c9d0e0-f734-4f07-8ce8-a3a677f14916","₹ 0.00","₹ 109.37","₹ 109471.95"
"2026-02-06 00:23:49","Stress Test Entry 854","ff9b32e5-150b-44d7-a8be-a3d024c19814","₹ 0.00","₹ 85.09","₹ 110731.35"
"2026-02-06 00:23:49","Stress Test Entry 899","f6fa3146-68f2-44ea-9675-53d96cab4cdc","₹ 0.00","₹ 86.50","₹ 113476.18"
"2026-02-06 00:23:49","Stress Test Entry 836","64d17b02-5403-417a-ae1a-23f3a2f543fe","₹ 0.00","₹ 78.28","₹ 109703.00"
"2026-02-06 00:23:49","Stress Test Entry 893","70c76487-81e9-47e0-b70d-4598b946c4a7","₹ 0.00","₹ 34.06","₹ 113132.30"
"2026-02-06 00:23:49","Stress Test Entry 814","f63d0cbe-43e6-469f-9b29-3e3d53646976","₹ 0.00","₹ 12.75","₹ 108325.62"
"2026-02-06 00:23:49","Stress Test Entry 868","ff90d94a-0342-4f65-a8b0-428e4d77aed0","₹ 0.00","₹ 32.12","₹ 111577.54"
