date,description,debit,credit,runningBalance,entryId
"2026-02-06 05:52:15","Stress Test Entry 954","₹ 0.00","₹ 86.44","₹ 57167.01","80d91cf5-6120-4c1b-9e56-4f7da85845f8"
"2026-02-06 05:52:15","Stress Test Entry 995","₹ 0.00","₹ 93.94","₹ 59633.31","bd060df7-1275-4fed-9e42-4fece15c21a8"
"2026-02-06 05:52:15","Stress Test Entry 917","₹ 0.00","₹ 70.43","₹ 54706.51","411e121c-b83b-4d60-abe1-fb53834cf876"
"2026-02-06 05:52:15","Stress Test Entry 935","₹ 0.00","₹ 60.18","₹ 55976.47","bbe63d03-d37b-42a4-8220-dae0898b53cf"
"2026-02-06 05:52:15","Stress Test Entry 1000","₹ 0.00","₹ 12.68","₹ 59924.69","4a2972a3-c685-4fcb-bb28-ca6aaca55502"
"2026-02-06 05:52:15","Stress Test Entry 940","₹ 0.00","₹ 62.14","₹ 56177.61","a7edaff4-9d0b-4175-aa00-6faf66e7c598"
"2026-02-06 05:52:15","Stress Test Entry 939","₹ 0.00","₹ 36.93","₹ 56115.47","5e11686e-75b9-41bc-9af8-65b8e398a287"
"2026-02-06 05:52:15","Stress Test Entry 973","₹ 0.00","₹ 108.48","₹ 58160.52","5dc031bb-706a-449b-aa02-779d4196cac0"
"2026-02-06 05:52:15","Stress Test Entry 977","₹ 0.00","₹ 22.76","₹ 58381.21","bb5a00f7-f02f-494d-b658-141cbe2b3e1e"
"2026-02-06 05:52:15","Stress Test Entry 956","₹ 0.00","₹ 85.77","₹ 57341.34","39cc50a7-5302-4ae6-b525-694470db85b5"
"2026-02-06 05:52:15","Stress Test Entry 966","₹ 0.00","₹ 11.88","₹ 57683.46","4607291b-4618-4c77-8993-7fab037d760d"
"2026-02-06 05:52:15","Stress Test Entry 910","₹ 0.00","₹ 70.43","₹ 54364.49","39c9da9e-c3ab-4e08-adc9-374c48b29ed8"
"2026-02-06 05:52:15","Stress Test Entry 985","₹ 0.00","₹ 72.53","₹ 58946.48","653dabca-94dc-4385-a666-366a004a4419"
"2026-02-06 05:52:15","Stress Test Entry 929","₹ 0.00","₹ 61.85","₹ 55587.23","592bdb53-0ecd-417b-9f35-027c6a00c95f"
"2026-02-06 05:52:15","Stress Test Entry 969","₹ 0.00","₹ 99.02","₹ 57865.57","42b773f6-99f4-4636-bea3-60b9c48f7d7d"
"2026-02-06 05:52:15","Stress Test Entry 971","₹ 0.00","₹ 89.74","₹ 57973.46","b805cde0-f6d1-4668-8c66-0c628eceb9b7"
"2026-02-06 05:52:15","Stress Test Entry 962","₹ 0.00","₹ 34.79","₹ 57542.87","8a058b02-3f1a-4337-9e0f-5c00abfa7098"
"2026-02-06 05:52:15","Stress Test Entry 908","₹ 0.00","₹ 99.03","₹ 54237.77","0b8d01f2-b205-4f2b-908d-83f33423a503"
"2026-02-06 05:52:15","Stress Test Entry 901","₹ 0.00","₹ 38.89","₹ 53777.63","64715de6-eeb0-49ae-9f67-e60fffab9e53"
"2026-02-06 05:52:15","Stress Test Entry 916","₹ 0.00","₹ 61.61","₹ 54636.08","e36c62d9-2a66-48a4-8e8a-529073284748"
"2026-02-06 05:52:15","Stress Test Entry 915","₹ 0.00","₹ 10.78","₹ 54574.47","eb07f4bb-9031-4cc9-91b6-b49804e59747"
"2026-02-06 05:52:15","Stress Test Entry 912","₹ 0.00","₹ 76.97","₹ 54490.79","0dbcb985-b76f-4b88-8d08-6e322f86bae0"
"2026-02-06 05:52:15","Stress Test Entry 990","₹ 0.00","₹ 74.76","₹ 59266.96","fcb6061c-5e63-496d-9b13-b3ab86a2e9f6"
"2026-02-06 05:52:15","Stress Test Entry 925","₹ 0.00","₹ 55.52","₹ 55392.71","9531ae2f-7d26-44fa-aa4d-9a759b349049"
"2026-02-06 05:52:15","Stress Test Entry 983","₹ 0.00","₹ 105.45","₹ 58855.46","f6949f67-2aaf-4373-a366-d5a437055250"
"2026-02-06 05:52:15","Stress Test Entry 964","₹ 0.00","₹ 17.72","₹ 57615.30","d44aaeff-2f64-44e8-be5a-807a66acf040"
"2026-02-06 05:52:15","Stress Test Entry 919","₹ 0.00","₹ 83.63","₹ 54866.90","475ee7d5-8f7e-4d76-a943-7eb5f695f78f"
"2026-02-06 05:52:15","Stress Test Entry 986","₹ 0.00","₹ 57.75","₹ 59004.23","7ea4b0dc-5834-426e-b32b-f6a18e56be72"
"2026-02-06 05:52:15","Stress Test Entry 921","₹ 0.00","₹ 87.61","₹ 55039.02","c1dd749d-83a3-44f3-b9ae-eb5f1e30d9bf"
"2026-02-06 05:52:15","Stress Test Entry 988","₹ 0.00","₹ 81.56","₹ 59175.53","9a2d33ed-e197-4983-8508-edc3d61fb8a5"
"2026-02-06 05:52:15","Stress Test Entry 905","₹ 0.00","₹ 83.65","₹ 54061.95","6ed09d62-db2b-4931-b019-b49b66ca2549"
"2026-02-06 05:52:15","Stress Test Entry 980","₹ 0.00","₹ 48.55","₹ 58571.10","78ac7017-a83c-495a-96cc-8b62c5af20f7"
"2026-02-06 05:52:15","Stress Test Entry 976","₹ 0.00","₹ 58.82","₹ 58358.45","df942799-1b97-475a-9fca-c3ba84df65ef"
"2026-02-06 05:52:15","Stress Test Entry 903","₹ 0.00","₹ 21.97","₹ 53893.37","f4bcfc28-7f04-4874-834a-0a80cd3b1f8f"
"2026-02-06 05:52:15","Stress Test Entry 948","₹ 0.00","₹ 80.40","₹ 56796.22","03337301-27c6-426c-b6ed-5b61b4d9d593"
"2026-02-06 05:52:15","Stress Test Entry 947","₹ 0.00","₹ 54.26","₹ 56715.82","f0d8d4eb-9020-4fbf-9de4-29ae0779bb77"
"2026-02-06 05:52:15","Stress Test Entry 955","₹ 0.00","₹ 88.56","₹ 57255.57","4d67fe73-e056-4b75-828d-40554e8450e0"
"2026-02-06 05:52:15","Stress Test Entry 926","₹ 0.00","₹ 46.52","₹ 55439.23","6d7e43ef-075e-4e97-b694-9624cf4e76e5"
"2026-02-06 05:52:15","Stress Test Entry 991","₹ 0.00","₹ 35.09","₹ 59302.05","fbbfbb5f-70d1-402a-84dc-ce091daf1874"
"2026-02-06 05:52:15","Stress Test Entry 923","₹ 0.00","₹ 108.42","₹ 55236.53","01bee4c3-76b9-4b71-89ec-eaf1d050d3ee"
"2026-02-06 05:52:15","Stress Test Entry 974","₹ 0.00","₹ 45.89","₹ 58206.41","d6a61f29-b059-43ed-8747-059716be2c3c"
"2026-02-06 05:52:15","Stress Test Entry 979","₹ 0.00","₹ 34.66","₹ 58522.55","85827dc6-52d9-4407-b93d-5d579209022a"
"2026-02-06 05:52:15","Stress Test Entry 906","₹ 0.00","₹ 15.38","₹ 54077.33","3112908d-0fb2-4a09-b207-bfe5de3a1437"
"2026-02-06 05:52:15","Stress Test Entry 997","₹ 0.00","₹ 102.18","₹ 59745.94","03980b7f-df4e-492b-9ca0-0a2051ed1dc5"
"2026-02-06 05:52:15","Stress Test Entry 931","₹ 0.00","₹ 100.27","₹ 55731.88","9f8eb627-2ac0-48a2-a7f5-49a8f632b537"
"2026-02-06 05:52:15","Stress Test Entry 920","₹ 0.00","₹ 84.51","₹ 54951.41","2f34759c-3e72-41c0-a4aa-b69aef0d7c4b"
"2026-02-06 05:52:15","Stress Test Entry 970","₹ 0.00","₹ 18.15","₹ 57883.72","c5089a01-20ff-4d5d-911b-c9e27a6adbfc"
"2026-02-06 05:52:15","Stress Test Entry 959","₹ 0.00","₹ 76.19","₹ 57452.95","807a8ed7-fcd0-4129-abdd-a8e4484aee58"
"2026-02-06 05:52:15","Stress Test Entry 967","₹ 0.00","₹ 34.36","₹ 57717.82","6848be4d-dc6b-4fb3-b248-fadc299c79ce"
"2026-02-06 05:52:15","Stress Test Entry 909","₹ 0.00","₹ 56.29","₹ 54294.06","eb3f636a-b848-477d-a08e-98db7d876c56"
"2026-02-06 05:52:15","Stress Test Entry 946","₹ 0.00","₹ 86.40","₹ 56661.56","b51d8461-abba-413b-b369-aaaa18661488"
"2026-02-06 05:52:15","Stress Test Entry 958","₹ 0.00","₹ 17.28","₹ 57376.76","27abdecc-cef2-444e-b4ce-3b99f633e1ed"
"2026-02-06 05:52:15","Stress Test Entry 893","₹ 0.00","₹ 79.45","₹ 53400.39","92d59c4c-3e7b-43de-83ca-b68506393458"
"2026-02-06 05:52:15","Stress Test Entry 828","₹ 0.00","₹ 47.17","₹ 49767.68","f79be0ee-2365-4556-ab25-0bb77241d717"
"2026-02-06 05:52:15","Stress Test Entry 890","₹ 0.00","₹ 34.04","₹ 53236.95","10f098c7-823f-4257-b505-a749a673300e"
"2026-02-06 05:52:15","Stress Test Entry 852","₹ 0.00","₹ 44.15","₹ 51077.66","2d716de1-8df7-4bf7-a9fb-2f9ece5c0841"
"2026-02-06 05:52:15","Stress Test Entry 884","₹ 0.00","₹ 14.76","₹ 52820.95","b0a07765-5196-46f1-b79d-6880736f54fb"
"2026-02-06 05:52:15","Stress Test Entry 823","₹ 0.00","₹ 86.01","₹ 49416.96","e8959e54-dc3c-4782-8d2c-85e18da24d53"
"2026-02-06 05:52:15","Stress Test Entry 850","₹ 0.00","₹ 101.19","₹ 50983.41","9b76a610-3ed3-4180-bc29-2f85c3430525"
"2026-02-06 05:52:15","Stress Test Entry 810","₹ 0.00","₹ 95.24","₹ 48612.84","f332716c-4514-4055-bb5a-bbb5cde07962"
"2026-02-06 05:52:15","Stress Test Entry 857","₹ 0.00","₹ 42.39","₹ 51391.85","7c88cd22-76a3-4096-89ea-9c807c1dfef2"
"2026-02-06 05:52:15","Stress Test Entry 864","₹ 0.00","₹ 19.71","₹ 51692.39","13fd9b0e-e528-4c00-b509-19cb622f0db8"
"2026-02-06 05:52:15","Stress Test Entry 854","₹ 0.00","₹ 107.08","₹ 51238.67","082831b2-2e31-4e3f-987c-2b3089359861"
"2026-02-06 05:52:15","Stress Test Entry 881","₹ 0.00","₹ 17.75","₹ 52716.70","ba5606ba-dc5d-42f9-9cbd-1c888f49d0a4"
"2026-02-06 05:52:15","Stress Test Entry 856","₹ 0.00","₹ 59.55","₹ 51349.46","269fb64c-9dbe-44da-997d-60691747fae8"
"2026-02-06 05:52:15","Stress Test Entry 877","₹ 0.00","₹ 90.24","₹ 52557.44","bd300bcf-fa00-4481-9320-d65c2a1095dc"
"2026-02-06 05:52:15","Stress Test Entry 860","₹ 0.00","₹ 72.41","₹ 51585.09","d00f37b9-5bfe-4e84-8bdf-f9b6682c12e5"
"2026-02-06 05:52:15","Stress Test Entry 897","₹ 0.00","₹ 61.19","₹ 53614.29","aa6201c7-14e4-4dcb-96f8-39949a0bb764"
"2026-02-06 05:52:15","Stress Test Entry 805","₹ 0.00","₹ 69.60","₹ 48263.00","be9aae4a-1fc0-4314-a781-cad36a72c355"
"2026-02-06 05:52:15","Stress Test Entry 808","₹ 0.00","₹ 100.94","₹ 48502.10","676d7214-a4c2-4429-abfc-484223a8992f"
"2026-02-06 05:52:15","Stress Test Entry 892","₹ 0.00","₹ 68.06","₹ 53320.94","01073797-0a72-4f69-a3f4-98e8de647bdc"
"2026-02-06 05:52:15","Stress Test Entry 871","₹ 0.00","₹ 33.39","₹ 52164.42","c06bca4c-5d5b-437a-94ef-6861f69ac209"
"2026-02-06 05:52:15","Stress Test Entry 885","₹ 0.00","₹ 44.24","₹ 52865.19","351242cd-bc93-452a-a99b-d98b088255f0"
"2026-02-06 05:52:15","Stress Test Entry 891","₹ 0.00","₹ 15.93","₹ 53252.88","d937a5b1-a35d-49f0-bc15-eed376bf6df2"
"2026-02-06 05:52:15","Stress Test Entry 876","₹ 0.00","₹ 67.38","₹ 52467.20","549fbe59-7eb0-4e0b-afb9-4ca739f89577"
"2026-02-06 05:52:15","Stress Test Entry 839","₹ 0.00","₹ 93.15","₹ 50352.64","bff46d51-ddbe-4397-ad21-dc97160f45c1"
"2026-02-06 05:52:15","Stress Test Entry 818","₹ 0.00","₹ 106.03","₹ 49027.79","ae913724-b785-42dd-a0d2-a19a9805aceb"
"2026-02-06 05:52:15","Stress Test Entry 898","₹ 0.00","₹ 59.09","₹ 53673.38","ccec1236-d162-4075-a610-da3fb3916b6e"
"2026-02-06 05:52:15","Stress Test Entry 836","₹ 0.00","₹ 42.40","₹ 50212.18","9d4dd87b-59dc-406a-a643-adccfa7bb8f2"
"2026-02-06 05:52:15","Stress Test Entry 863","₹ 0.00","₹ 51.72","₹ 51672.68","aefe94bc-97e9-4341-8782-2a1a08f09d8b"
"2026-02-06 05:52:15","Stress Test Entry 895","₹ 0.00","₹ 35.49","₹ 53518.95","2282c31e-68b8-4e0a-bd45-5569f29fe751"
"2026-02-06 05:52:15","Stress Test Entry 833","₹ 0.00","₹ 96.25","₹ 50060.43","a78bfc15-f98a-4374-af93-aa19319fe421"
"2026-02-06 05:52:15","Stress Test Entry 829","₹ 0.00","₹ 32.59","₹ 49800.27","2310f4a2-ae91-4b25-a3e3-b7e7c50276c0"
"2026-02-06 05:52:15","Stress Test Entry 874","₹ 0.00","₹ 48.03","₹ 52338.92","102eb640-3fab-421b-bb36-ba3eb4b8ad44"
"2026-02-06 05:52:15","Stress Test Entry 855","₹ 0.00","₹ 51.24","₹ 51289.91","7d4a8023-96b3-4540-94ce-4547da385c4e"
"2026-02-06 05:52:15","Stress Test Entry 844","₹ 0.00","₹ 15.09","₹ 50620.87","66df2052-2981-492f-bb27-d8fe9d0f06d9"
"2026-02-06 05:52:15","Stress Test Entry 886","₹ 0.00","₹ 90.24","₹ 52955.43","7ee645e4-a11f-47f1-8526-0af6f1319fb6"
"2026-02-06 05:52:15","Stress Test Entry 870","₹ 0.00","₹ 52.73","₹ 52131.03","786a1e96-1e45-4c64-910d-119813a235e3"
"2026-02-06 05:52:15","Stress Test Entry 845","₹ 0.00","₹ 42.96","₹ 50663.83","9b623cf0-44c0-4120-91f6-758bf848e146"
"2026-02-06 05:52:15","Stress Test Entry 869","₹ 0.00","₹ 94.90","₹ 52078.30","f59f8db9-bc0b-4ecf-9179-3d2296b5a652"
"2026-02-06 05:52:15","Stress Test Entry 865","₹ 0.00","₹ 24.47","₹ 51716.86","37a75304-7928-40d8-8775-bd2755869343"
"2026-02-06 05:52:15","Stress Test Entry 816","₹ 0.00","₹ 10.16","₹ 48815.77","3ed24210-b580-4615-a4cd-ff0544c2c3ef"
"2026-02-06 05:52:15","Stress Test Entry 801","₹ 0.00","₹ 41.65","₹ 47985.82","35c3673b-ae5f-45fa-9cd5-17a9598eb751"
"2026-02-06 05:52:15","Stress Test Entry 875","₹ 0.00","₹ 60.90","₹ 52399.82","0853e582-d727-409c-8ac5-da063d344abd"
"2026-02-06 05:52:15","Stress Test Entry 809","₹ 0.00","₹ 15.50","₹ 48517.60","1174da15-95b1-4c2f-b446-7fe5edc18be3"
"2026-02-06 05:52:15","Stress Test Entry 859","₹ 0.00","₹ 103.11","₹ 51512.68","c48bc132-ec42-4c96-8579-261bc07fd30d"
"2026-02-06 05:52:15","Stress Test Entry 834","₹ 0.00","₹ 50.00","₹ 50110.43","f6ca810d-f89f-4254-b732-7ec8a931e97e"
"2026-02-06 05:52:15","Stress Test Entry 817","₹ 0.00","₹ 105.99","₹ 48921.76","849a5a8d-0325-4d8b-95e9-80fa3cc88c84"
"2026-02-06 05:52:15","Stress Test Entry 862","₹ 0.00","₹ 21.83","₹ 51620.96","45ab4939-9c06-4860-b97f-a7f8be0f05e2"
"2026-02-06 05:52:15","Stress Test Entry 812","₹ 0.00","₹ 28.12","₹ 48666.82","f592c510-3f92-4537-bf41-88bb1ecbbc2d"
"2026-02-06 05:52:15","Stress Test Entry 851","₹ 0.00","₹ 50.10","₹ 51033.51","9efda8b6-69eb-4a91-b351-6f6527b27281"
"2026-02-06 05:52:15","Stress Test Entry 832","₹ 0.00","₹ 69.80","₹ 49964.18","19bf468a-b3ac-4155-bbf0-9bbf7ff41c97"
"2026-02-06 05:52:15","Stress Test Entry 819","₹ 0.00","₹ 75.42","₹ 49103.21","484443ad-16b1-4dd4-959d-f3ab3a9cfa4f"
"2026-02-06 05:52:15","Stress Test Entry 847","₹ 0.00","₹ 45.41","₹ 50726.72","9b48d69b-3e99-43b6-8fd4-6fe9b771fbe9"
"2026-02-06 05:52:15","Stress Test Entry 882","₹ 0.00","₹ 53.90","₹ 52770.60","31206cc5-270c-4cc6-ba76-ff4c0b04bbbc"
"2026-02-06 05:52:15","Stress Test Entry 848","₹ 0.00","₹ 98.53","₹ 50825.25","3fea715d-37db-4df8-ae2b-20bf371856ff"
"2026-02-06 05:52:15","Stress Test Entry 820","₹ 0.00","₹ 98.90","₹ 49202.11","69f75645-5398-4142-91ab-0ef572f7453a"
"2026-02-06 05:52:15","Stress Test Entry 866","₹ 0.00","₹ 108.29","₹ 51825.15","67eb2c83-df05-4bd7-a4a8-8c184891708c"
"2026-02-06 05:52:15","Stress Test Entry 814","₹ 0.00","₹ 67.73","₹ 48754.93","5cd08330-7f78-428d-bba1-510389b7233f"
"2026-02-06 05:52:15","Stress Test Entry 826","₹ 0.00","₹ 79.80","₹ 49693.96","1058ff4c-9c0c-486d-87d5-f19d4067566a"
"2026-02-06 05:52:15","Stress Test Entry 843","₹ 0.00","₹ 59.21","₹ 50605.78","b7f91d52-62c6-41f8-87c3-86ba4b08a049"
"2026-02-06 05:52:15","Stress Test Entry 867","₹ 0.00","₹ 51.24","₹ 51876.39","b1a00897-b1a4-4ef4-8711-781f701fc28c"
"2026-02-06 05:52:15","Stress Test Entry 815","₹ 0.00","₹ 50.68","₹ 48805.61","28b0f9b9-7d4a-4620-bacf-275c8dd6ee99"
"2026-02-06 05:52:15","Stress Test Entry 846","₹ 0.00","₹ 17.48","₹ 50681.31","2d26dbe1-8782-47fc-ae9e-e043ba04ac3b"
"2026-02-06 05:52:15","Stress Test Entry 887","₹ 0.00","₹ 66.97","₹ 53022.40","b7b79909-35ab-4b8c-9790-b5815e5112a4"
"2026-02-06 05:52:15","Stress Test Entry 831","₹ 0.00","₹ 66.29","₹ 49894.38","229a8994-c713-4db6-98ec-adc178cb6cf7"
"2026-02-06 05:52:15","Stress Test Entry 813","₹ 0.00","₹ 20.38","₹ 48687.20","d23af9bd-3f1c-47ee-8134-5c9ae07abb7d"
"2026-02-06 05:52:15","Stress Test Entry 888","₹ 0.00","₹ 83.67","₹ 53106.07","975318dd-c09e-4630-92b4-26a4961d9a7c"
"2026-02-06 05:52:15","Stress Test Entry 830","₹ 0.00","₹ 27.82","₹ 49828.09","8f0954ec-3d5a-45bc-b492-a646f93d8018"
"2026-02-06 05:52:15","Stress Test Entry 879","₹ 0.00","₹ 39.22","₹ 52638.99","6236cd0b-7a6b-488d-9acc-6efd545f0264"
"2026-02-06 05:52:15","Stress Test Entry 824","₹ 0.00","₹ 98.60","₹ 49515.56","055a26c6-c46a-4044-9014-ac0d309ca673"
"2026-02-06 05:52:15","Stress Test Entry 822","₹ 0.00","₹ 27.99","₹ 49330.95","8db5978f-a41d-4e5d-87e2-8c1a8f97fe5c"
"2026-02-06 05:52:15","Stress Test Entry 858","₹ 0.00","₹ 17.72","₹ 51409.57","f06a58cc-e372-4baf-8625-edb18786bf78"
"2026-02-06 05:52:15","Stress Test Entry 889","₹ 0.00","₹ 96.84","₹ 53202.91","2bf8df4a-b34e-428a-9228-e116d90b13f1"
"2026-02-06 05:52:15","Stress Test Entry 821","₹ 0.00","₹ 100.85","₹ 49302.96","506e0f65-1934-4a3e-bd9a-be9360095050"
"2026-02-06 05:52:15","Stress Test Entry 840","₹ 0.00","₹ 26.59","₹ 50379.23","d9b1d77f-df32-4707-87e6-98e29ea8c402"
"2026-02-06 05:52:15","Stress Test Entry 802","₹ 0.00","₹ 89.03","₹ 48074.85","7fdf7bca-a002-41b5-b62c-614262377e2f"
"2026-02-06 05:52:15","Stress Test Entry 849","₹ 0.00","₹ 56.97","₹ 50882.22","3882ddec-ff93-46c3-b1e0-545252d8540e"
"2026-02-06 05:52:15","Stress Test Entry 841","₹ 0.00","₹ 74.05","₹ 50453.28","ed5fdec7-7546-4ceb-8249-53b682c36db7"
"2026-02-06 05:52:15","Stress Test Entry 825","₹ 0.00","₹ 98.60","₹ 49614.16","e0cd677c-2cc0-4413-8fcd-7c98fb5bf23b"
"2026-02-06 05:52:15","Stress Test Entry 806","₹ 0.00","₹ 74.22","₹ 48337.22","d95dfb7f-85f5-42d5-bbdc-1034c7170742"
